epoch,utterance_lcc,utterance_srcc,utterance_mse,frame_lcc,frame_srcc,frame_mse
1,0.0366860910651175,0.038058695377273195,1.8307631636779307,0.021723740846411585,0.021077008861950037,1.8612453564618998
2,0.08298929188781418,0.07897606067340326,1.8218868463774793,0.05052689652833939,0.048676372025890875,1.853660158685169
3,0.11266285702198818,0.10937842305379074,1.8132067167802153,0.06795393527239191,0.0662941096040225,1.849689325836661
4,0.12341832620364723,0.11948542705113294,1.8087165528280904,0.0773790024421191,0.0754885368537369,1.847033538048749
5,0.1363505099082683,0.1318286069645174,1.8063251301913261,0.07919915084559682,0.07593671238364562,1.8464996929685011
6,0.13778649559715775,0.13237025623707482,1.802056491828362,0.08994929013391008,0.0859594919199237,1.843342123681042
7,0.15641736125382458,0.15001164096953956,1.7924115945519505,0.10896847159140252,0.10526680771704372,1.8354793940028524
8,0.15284958905870835,0.1476659799624752,1.7942056051154804,0.10462860599989157,0.10171826903215722,1.8382160768335112
9,0.17040857880828547,0.1649974577514116,1.788493477732814,0.10227936004088316,0.09783959734176405,1.8408347044386597
10,0.1799153246790004,0.1730099144302455,1.7811194337653387,0.1157068931882888,0.11052883117819622,1.8354808701281298
11,0.18222090814862701,0.17373323628854617,1.779051712162608,0.12427321884253226,0.1175168196328318,1.830271251759034
12,0.17655391111839255,0.1663541747828866,1.7811516241419263,0.12092773409241857,0.11281181508912806,1.8324667117338345
13,0.1825462553022058,0.17215147378640838,1.7754159289323184,0.13732351391509146,0.1295363480691098,1.823572855442512
14,0.19398761317281413,0.1863139941897455,1.7694478765089834,0.13940689192844924,0.133990000105531,1.8231742639320334
15,0.1838143066557284,0.17564742652193446,1.7736616415263886,0.13845250472978515,0.13244355056544682,1.8244212303327356
16,0.1977367193208717,0.18803329218874323,1.7669543711860123,0.1464380407907976,0.1384669505843053,1.818084413184093
17,0.18219239320435812,0.1703883292038895,1.7752633560969087,0.1411370453528576,0.13177396229731625,1.8212435213352052
18,0.1838703236005158,0.17378398316004642,1.77431202687662,0.14105248383549587,0.1328446642898021,1.8213667736992807
19,0.18715909334186856,0.17747048983326455,1.7751953570413253,0.13336607270000903,0.12557545758260014,1.8255320701092164
20,0.18378929096310642,0.1725551570590504,1.7739440538562687,0.13914212978377338,0.12646389984224785,1.823687162437177
21,0.17525232152268777,0.1669911047885477,1.7835455442114365,0.1221729863244579,0.1143764784501384,1.8302495838817658
22,0.17805337878107355,0.1723148677278488,1.7778299385230434,0.13335888959647485,0.12634263975002938,1.8262302940966972
1,0.0030203536535190903,0.008557792881195543,2.1350892347475683,0.004009933271209074,0.004650097183791179,2.263606385731856
2,0.011120856639613444,0.010582867753812885,1.8367872816786843,0.0023212144352974784,0.002154110184911815,1.9577584567146136
3,0.01977813554540877,0.017158629171155817,1.833957776287159,0.0031245966118015945,0.0028378983687956678,1.9436851739214343
4,0.02687940700626249,0.025278617326485932,1.8334940943280995,0.00634096443554821,0.0059358039697906964,1.9383397105762405
5,0.034643639687481464,0.03479621750628159,1.831540889130061,0.009978747719691082,0.009501791855458547,1.9325133187976646
6,0.03981965868124936,0.03723817501512375,1.8309184649950294,0.01193988634779739,0.011425121905396705,1.9322395857435357
7,0.02719520747775711,0.02648039011998462,1.8336291458878498,0.006442345093523067,0.005889681400246909,1.9368787307759427
8,0.025662169887551198,0.022330532098872462,1.8335803535923247,0.006544742403415106,0.0060973765234155096,1.9368489086213456
9,0.04185748603652731,0.04241066217233616,1.830008223669027,0.006297530796351418,0.006197219306674565,1.9334332302659822
10,0.048122761999650515,0.047419169059811875,1.8290907524964624,0.0125106677215654,0.01192888234253848,1.9334298868437974
11,0.07081756142096365,0.0633367410657109,1.8246031481817087,0.01567004818531896,0.014792373519749028,1.9313309689739737
12,0.10056780366911143,0.09579228895577352,1.8154954366292408,0.030428145417015166,0.029158579802103898,1.9305391370905844
13,0.10194008447211168,0.09639922949680904,1.8144036266411359,0.03664432772738103,0.03469767545240163,1.9274538232628167
14,0.09839460357710011,0.0884773722530995,1.8155717589355367,0.03809361802229315,0.03579434293294036,1.933319143226929
15,0.12829000293235043,0.12149989264264567,1.8048016139000824,0.0481031653291238,0.045705507416989935,1.9257566659466763
16,0.14817610843192064,0.14373023296912843,1.7961745813582128,0.056411619430372775,0.054234692534844524,1.9238544919753766
17,0.14391403921564883,0.1364453960562587,1.7974404460965832,0.05837484733076896,0.05551583265964891,1.9198718620672512
18,0.17069637996063072,0.1614005146391482,1.7819702768717245,0.08282548825194903,0.07988445372675908,1.9088675469924914
19,0.14656157015356808,0.13572169729656025,1.794102525116267,0.07164442894385312,0.06638578588695625,1.9149715769474864
20,0.17007400723015348,0.15996458904600727,1.7809690962681577,0.08635109394958654,0.08265847251414082,1.9073701294552405
21,0.15666866757313386,0.15136837392324626,1.7893679733124563,0.07100414985487345,0.06866166195322594,1.916437558856735
22,0.17886262796518196,0.1705699540498234,1.77594092405758,0.09240668101091584,0.08825417236203016,1.9007294012839504
23,0.1842398379410293,0.17354978540416194,1.774515005964988,0.09251608468823767,0.087208268674041,1.8950646010715932
24,0.15886153426934688,0.1532348100464289,1.7872627122723936,0.08034362823772546,0.07695852956570991,1.912401064220944
25,0.1533157252930196,0.1431517487508365,1.7925082807914063,0.06769011155156876,0.06353567214983435,1.909590050990783
26,0.11988371113011852,0.11169150036255412,1.8110408345351512,0.036255790298561005,0.03420471374716148,1.919954268634523
27,0.1519054786481807,0.143076852191788,1.7938382181999206,0.06648792487309295,0.0630701344840347,1.9109687842142113
28,0.13301351686086,0.1197907346469595,1.8076953027340543,0.03953065144745091,0.03696506130758523,1.919663064797266
29,0.1382579608882992,0.12470316743869005,1.8059722944523309,0.042648317688443,0.039823191263341426,1.9199888419604925
30,0.05992508999093056,0.05835702508934662,1.8268222851002522,0.0133051654770958,0.012822151340936241,1.9254914724780305
31,0.03589144781507825,0.03708044134992348,1.8309052028878994,0.007769310878084823,0.0074497516280642405,1.9262236888732402
32,0.027575918823366075,0.028479603283577164,1.8321051987298513,0.005211737597617352,0.0048694642392225086,1.9260110863828364
33,0.0239276990046619,0.021464556084223915,1.8329444183242345,0.005332315508644503,0.004917233978769588,1.926346688095945
34,0.010607118887332356,0.008469861341625305,1.8356437483392467,0.0009817321021920056,0.0009085459850408778,1.9294063472957563
35,0.010102171900472988,0.009685312866122113,1.836568651674914,0.002289171593840268,0.002116375785431473,1.9280677333819007
36,0.003016456834735934,0.00211156995305337,1.8356951508264177,-0.00029101751094581265,-0.00026378429834703683,1.92746333940344
37,0.01742852967662974,0.017029045015360594,1.8338089892908158,0.004177502401912946,0.004225333048642547,1.9248074369459793
38,0.0030656872346558135,0.0058884843528379405,1.8358529621440947,0.0005526356091052348,0.000590567972642644,1.9260386217651433
39,0.01241139158508448,0.01022551444501194,1.834549923419816,0.0030439289560505126,0.0028106598340662823,1.9249372485805392
40,0.018011769446038137,0.01735728994382239,1.8335090090250774,0.0037793824227272494,0.0035948697656204547,1.9244885851803872
41,0.008783137106616792,0.0086810539725696,1.8346246710605552,0.0010919487342339865,0.0010128629558123332,1.9241695377614338
42,0.008381463925036648,0.008495740932961479,1.835831089932775,0.0030969882315936515,0.003119240793788047,1.925206701309976
43,0.024770996636352738,0.023419991862296888,1.832580562966629,0.005854492500262875,0.005505174498248169,1.921932596279325
44,0.016864762853622855,0.014037650277743322,1.8336470816468275,0.003327819451984857,0.003129169397257338,1.9250719572468409
45,0.030535486611391497,0.028019409487000834,1.8319670344438255,0.008352547414848477,0.007456692238267985,1.929158257499948
46,0.03369410508764679,0.03061460273994519,1.8328280023359897,0.012189006663323362,0.011561914877899801,1.9294973796087425
47,0.024336601970413638,0.01826312643877146,1.8346547541241562,0.008326345793348434,0.007826182132341824,1.9350171055865806
48,0.03657871819184937,0.034378741757254104,1.8321023848488658,0.013760150228128317,0.013139442045938777,1.931446787743865
49,0.030803505751520133,0.02432789018000128,1.8320321426831816,0.01300648831756871,0.012328141457807454,1.9237755877493024
50,0.0257365547184108,0.02162493340520204,1.8332300195170734,0.009444233125590576,0.008977435353354303,1.9267072069795979
51,0.023811566608922828,0.02088410206526676,1.8332934718166582,0.003781825967468116,0.003469622883571522,1.9290257317478852
52,0.025655440956857626,0.025437736447321013,1.832384686718318,0.004575263199693625,0.004354693003234269,1.9257328336745245
53,0.04305753966411212,0.041949312795432854,1.8297832410625505,0.008230795765239886,0.007662549803645661,1.9244321089885528
54,0.03853926422602878,0.03459264852493998,1.8304700259539728,0.005979482448544152,0.0052169976318242215,1.9271963239804275
55,0.04717620362679847,0.04509270095687888,1.8292091751252675,0.00872965770034589,0.008188958583085095,1.9257814396336699
56,0.02828341273135068,0.027416389911266794,1.832668270746626,0.006933905802721472,0.006572258796918632,1.9261607867646315
57,0.020745198794303397,0.020299304351508875,1.833028423794421,0.0034743600371308736,0.003355132328504695,1.9267292276482317
58,0.015493798529173507,0.014684031713303066,1.8360599275779574,0.005063921665140431,0.004661376219523099,1.9292772162231229
59,0.030985254916460137,0.025426295743263706,1.8323539934993702,0.012025017072712496,0.011502395079815276,1.9223754463174385
60,0.028848588347889087,0.027795254485562155,1.8324661647757474,0.010034373843837497,0.009409953690021034,1.9243330047761358
61,0.06379385167471475,0.05481412194407474,1.8258327574075772,0.02309281873301033,0.02181048815895289,1.9214155578573646
62,0.0470778232980755,0.039495607867849954,1.829332601756245,0.02010409411924768,0.018833647974898077,1.9194586664412565
63,0.05697658389229691,0.04767466370252741,1.8271729116284512,0.02473446001837899,0.02330410197854218,1.9159849121292765
64,0.06802466930369526,0.06007915298022905,1.824779335348875,0.027428058743984414,0.026008569780111,1.9190649002365616
65,0.06386467571873092,0.05530221007910455,1.8257496839485539,0.025046728746429943,0.023900153906939527,1.9188631338627746
66,0.05585126490128197,0.04771654767192999,1.8274358127848929,0.02447256434647597,0.023300437292460726,1.9163615196435244
67,0.043118407707712796,0.03637421121361446,1.8304581856922464,0.023162254154986853,0.021786853596095425,1.9168441673862517
68,0.04407601242791988,0.03620171156582675,1.829759663886585,0.020471004725198055,0.01949620453006622,1.9152447221181117
69,0.039699980312449173,0.03288135476031102,1.8306256151569207,0.018812718982349336,0.018047085662104626,1.9162277177624945
70,0.049211464758237344,0.044169973225175754,1.8289316373070994,0.022020457052519607,0.020991394391366727,1.9166924147633526
71,-0.004336956833040288,-0.00877436857703636,1.8376678737396177,-0.0015459054864645938,-0.0016715429604618158,1.930064056750247
72,-0.006780039058292813,-0.008738633465844733,1.837612817441876,-0.0005261191384560459,-0.0006016329061396038,1.9234291108549009
73,-0.003014807353545341,-0.0027570745994992354,1.8383960433618152,-0.0013969964331188877,-0.0011843015410710068,1.9245679363571537
74,-0.0012538837735841903,-0.003810898253016221,1.836461507511951,-0.00016758563570581293,-0.0002183944637350902,1.921929958606192
75,0.006947926368946536,0.007791402728251176,1.8370960882051752,0.002341737683195722,0.002420716558687081,1.9225590445407557
76,0.0067638532066036,0.006521849207702871,1.8356767101917109,0.0014483002162869424,0.0013110830871360772,1.9206100038363332
77,-0.000738800219683173,0.000260798408886538,1.8368721457409096,-0.00024965539108340654,-8.303097250917793e-05,1.9211208249066218
78,-0.002302149971693267,-0.0032507434659954327,1.8362383478262905,-0.0019064365999396566,-0.001846563873124069,1.92111270260942
79,0.0034528431956271873,0.0019481115823569903,1.8363300556568303,0.0009804265961586972,0.0009095984848225088,1.9200238396836007
80,0.0008115912939772555,0.002392042718014594,1.8360868455911967,-0.0011184293379209844,-0.0009344853143547704,1.9205296621317018
81,0.0016136100350818295,0.0010625295529611552,1.8367280368188925,-0.0006867898592444917,-0.0008684804242405859,1.9209065008986224
82,0.007073126657533223,0.007078692018842878,1.8359838983111412,0.001516053124188924,0.0014012855352464077,1.9197832759625533
83,-0.021721180898030615,-0.021950153698621997,1.8370144970521405,-0.0030835371472104378,-0.002920028944131782,1.9207085286540881
84,-0.0010100579900501768,-0.0004878014507608389,1.8364080379729626,-0.0014181871461323443,-0.0012080241469995163,1.9205984311250903
85,0.005606213617768438,0.00514135896683652,1.8365293172316302,0.0033328664666154276,0.0033302421524572445,1.9178618383380381
86,-0.002007856160315114,-0.0027077004440941173,1.8366314462749613,9.891026261273507e-05,5.648646971939372e-05,1.919079305870832
87,0.00927939786220631,0.0067595626798336835,1.834906477865019,0.00272048662499193,0.0023982162987578057,1.9171430011877166
88,0.007484397821889915,0.00791182415325764,1.8362087095325954,0.0016880376666914922,0.001471277408368908,1.919068434536575
89,0.00038392277725456114,-1.1130943621546986e-05,1.8366182458517137,0.0005162208517347317,0.0003521547005215835,1.9192845586352674
90,0.00015917253803547513,-0.00041496902812768183,1.8363067324125222,0.0006989281648773549,0.0006732324522323494,1.9193123162685592
91,0.004665327827098384,0.004370468527401357,1.8349033272677437,0.0003268919242667527,0.0003070498414138581,1.918930994092742
92,0.005194071908497359,0.006370291180730829,1.835950688400277,0.0004912301815332872,0.00044408952111065533,1.9191215337167946
93,-0.01255825930254861,-0.010807546443817323,1.838323511839743,-0.0024254565988731823,-0.0024088426407322923,1.9202666549897929
94,-0.012604255400080526,-0.011251499935913416,1.838443447972025,-0.00259782360709228,-0.0024811504205033788,1.9226770256292403
95,0.005048661936622322,0.0014468587900830843,1.8356592695248264,0.0005145612352662613,0.0004538707791902338,1.9202957030969494
96,0.003457563579914318,0.0029517178405646495,1.8360072962583318,0.0007603180347990196,0.0006593433723093365,1.919100674516223
97,-0.004845845396598515,-0.005228074631954902,1.8372585192565385,-0.0003696516704691597,-0.0006055020200782798,1.9192088408374925
98,-0.0013939138858989758,-0.004255054685092909,1.8365137194421564,-0.001771189020180538,-0.0018458585895469127,1.9190740178947414
99,-0.0004729172879182651,-0.0016641998078505522,1.837712638212319,-0.001091433782016473,-0.0012077783068349186,1.9198908390563532
100,0.005228090379521807,0.0039758726418946564,1.835413998687687,0.00020379107260594986,0.00012202684863240929,1.918366525690155
101,0.012807527069083367,0.013117458460344868,1.834297600492959,0.0017072059200544723,0.0017311769439732072,1.9176384107917233
102,-0.002538704330875905,-0.0014050885073365125,1.8356161959642618,-0.0006156534502805434,-0.0007822872297443502,1.9182977374454184
103,0.0009521737100581775,0.0010959930304917686,1.8363243772933302,0.0004264351659230006,0.0004741720267380692,1.9178555091554061
104,-0.005721726026074417,-0.006547348064638439,1.83610896230568,-0.0004991414340432527,-0.00040930626636913407,1.916714933953382
105,-0.004386376733761887,-0.005287012503715222,1.837785543921338,-0.00039122896297669055,-0.0006081903704752776,1.9179489698458383
106,-0.00544730553842572,-0.004903983101253896,1.8367000661037887,-0.002703547332997682,-0.0024575946263228417,1.9182631710833178
107,-0.0009909758382179602,-0.0014026026486408066,1.8360316367815768,0.0008717802539309254,0.0008879751636168635,1.91565125660675
108,0.0006653040740263527,0.000814753446579729,1.83645952491256,0.0008786609607485753,0.001125229356454724,1.9161687881383709
109,0.010397000577735092,0.010578981039061202,1.835550764306229,0.0032880911361935863,0.0035178052072562882,1.9151407268633736
110,0.0005110878391935076,0.0005058755336225712,1.8356164919590066,-0.0006911192862840727,-0.0006575767315346014,1.9160626515351737
111,0.0003196768115434177,0.0018492697799807071,1.8362857270747723,-0.0003556108920753255,-0.0004903098065063012,1.916909766558599
112,-0.013513408210241688,-0.014286614772840153,1.8374542725460938,-0.0018953354316068047,-0.0019624900603002894,1.9164568876296204
113,0.001894252121495679,-0.002075237287587146,1.836160570965962,0.001244506004837997,0.001239659700921379,1.9153470227511045
114,-0.005196666064856326,-0.005781142531894786,1.8366684555516575,-0.0015614151804810798,-0.0015252675172302082,1.9166654103595349
115,-0.010400023865979558,-0.010079297386195616,1.83673181156254,-0.002474998253143785,-0.002401710005326916,1.9163844596556359
116,0.006548895634586743,0.006128397995820095,1.835288615125393,0.0006970861375368198,0.000647900402207591,1.9153289131295932
117,-0.006936543732383312,-0.0069154046673153835,1.8357660433360066,-0.00023346264067254264,-0.00024790394074868506,1.9144428547263201
118,0.0025324102070533707,0.0030872922805233387,1.8356093926051522,0.00023578341176406402,0.00022171187676949116,1.915092368814374
119,-0.004656394572121245,-0.005701159770928468,1.8367674531875677,-0.0013832445876347879,-0.0013551228409380452,1.9161320993993298
